('空调', '出风口', '1026364120', '3')
('播放', '按键', '1369735858', '3')
('音乐', '零部件', '1369735858', '2')
('前', '雨刮器', '1009853360', '2')
('前雨', '刮', '1009853360', '2')
('前排', '雨刮器', '1009853360', '2')
('前窗', '雨', '1009853360', '3')
('雨', '刮', '1009853360', '3')
('前风', '窗雨', '1009853360', '3')
('窗雨', '刮', '1009853360', '3')
('前窗', '雨刷器', '1009853360', '2')
('前窗', '雨刮器', '1009853360', '2')
('前', '风挡', '1009853360', '4')
('风挡', '雨', '1009853360', '4')
('雨', '刮', '1009853360', '4')
('前窗', '雨刷', '1009853360', '2')
('前', '挡雨', '1009853360', '3')
('挡雨', '刷', '1009853360', '3')
('前面', '雨', '1009853360', '3')
('导航', '无法', '-376544615', '3')
('无法', '启动', '-376544615', '3')
('导航', '故障', '-376544615', '2')
('空调', '出风口', '-230862150', '4')
('出风口', '出风', '-230862150', '4')
('出风', '小', '-230862150', '4')
('出风口', '风量', '-230862150', '4')
('风量', '小', '-230862150', '4')
('出风口', '出风', '-230862150', '3')
('出风', '小', '-230862150', '3')
('空调', '故障', '-230862150', '2')
('右', '远光灯', '-937980407', '2')
('第三排', '空调', '205715701', '5')
('空调', '出风口', '205715701', '5')
('出风口', '有', '205715701', '5')
('有', '雾气', '205715701', '5')
('第三排', '出风口', '205715701', '4')
('出风口', '有', '205715701', '4')
('有', '雾气', '205715701', '4')
('空调', '故障', '205715701', '2')
('主', '驾驶', '-1939629102', '5')
('驾驶', '空调', '-1939629102', '5')
('空调', '无法', '-1939629102', '5')
('无法', '关闭', '-1939629102', '5')
('空调', '故障', '-1939629102', '2')
('前排', '空调', '1920504077', '5')
('空调', '出风口', '1920504077', '5')
('出风口', '出风', '1920504077', '5')
('出风', '小', '1920504077', '5')
('前排', '出风口', '1920504077', '4')
('出风口', '出风', '1920504077', '4')
('出风', '小', '1920504077', '4')
('空调', '故障', '1920504077', '2')
('SOS', '报警', '337306572', '3')
('报警', '失灵', '337306572', '3')
('自动', '报警', '337306572', '3')
('报警', '损坏', '337306572', '3')
('自动', '报警', '337306572', '4')
('报警', '坏', '337306572', '4')
('坏', '了', '337306572', '4')
('报警', '不好', '337306572', '4')
('不好', '使', '337306572', '4')
('报警', '有', '337306572', '4')
('有', '问题', '337306572', '4')
('报警', '没用', '337306572', '3')
('报警', '不能', '337306572', '4')
('不能', '用', '337306572', '4')
('报警', '故障', '337306572', '3')
('报警', '异常', '337306572', '3')
('报警', '不', '337306572', '4')
('不', '工作', '337306572', '4')
('报警', '无法', '337306572', '4')
('无法', '打开', '337306572', '4')
('报警', '失效', '337306572', '3')
('报警', '用', '337306572', '4')
('用', '不了', '337306572', '4')
('报警', '打不开', '337306572', '3')
('方向盘', '语音', '1794846703', '4')
('语音', '控制', '1794846703', '4')
('控制', '按键', '1794846703', '4')
('控制', '按钮', '1794846703', '4')
('液体', '泄漏', '-2000616114', '2')
('车辆', '故障', '-2000616114', '2')
('保养', '事项', '712378567', '2')
('大灯', '漏水', '2122441920', '2')
('大灯', '进水', '2122441920', '2')
('车灯', '故障', '2122441920', '2')
('第三排', '空调', '1797463576', '2')
('左', '后', '130149275', '4')
('后', '阅读', '130149275', '4')
('阅读', '灯常亮', '130149275', '4')
('车灯', '故障', '130149275', '2')
('车门', '迎宾', '-77870469', '3')
('迎宾', '灯', '-77870469', '3')
('后门', '迎宾', '-77870469', '3')
('前', '车门', '-77870469', '4')
('车门', '迎宾', '-77870469', '4')
('迎宾', '灯', '-77870469', '4')
('前门', '迎宾', '-77870469', '3')
('副驾驶', '空调', '970106303', '4')
('空调', '出风口', '970106303', '4')
('出风口', '翘起', '970106303', '4')
('空调', '故障', '970106303', '2')
('发动机', '舱盖', '2112852556', '4')
('舱盖', '无法', '2112852556', '4')
('无法', '打开', '2112852556', '4')
('发动机', '舱盖', '2112852556', '3')
('舱盖', '打不开', '2112852556', '3')
('引擎盖', '无法', '2112852556', '3')
('无法', '打开', '2112852556', '3')
('舱盖', '有', '2112852556', '4')
('有', '问题', '2112852556', '4')
('舱盖', '故障', '2112852556', '3')
('舱盖', '开', '2112852556', '4')
('开', '不了', '2112852556', '4')
('动力', '总成', '2112852556', '3')
('总成', '故障', '2112852556', '3')
('倒车', '影像', '732845559', '3')
('影像', '失效', '732845559', '3')
('影像', '故障', '732845559', '3')
('影像', '异常', '732845559', '3')
('驾驶', '辅助', '732845559', '3')
('辅助', '故障', '732845559', '3')
('空调', '旋钮', '-1014883438', '3')
('旋钮', '接触不良', '-1014883438', '3')
('空调', '旋钮', '-1014883438', '4')
('旋钮', '没', '-1014883438', '4')
('没', '反应', '-1014883438', '4')
('旋钮', '失效', '-1014883438', '3')
('旋钮', '不好', '-1014883438', '4')
('不好', '用', '-1014883438', '4')
('旋钮', '坏', '-1014883438', '4')
('坏', '了', '-1014883438', '4')
('旋钮', '失灵', '-1014883438', '3')
('旋钮', '转不动', '-1014883438', '3')
('空调', '故障', '-1014883438', '2')
('智能', '起动', '-1075553650', '5')
('起动', '系统故障', '-1075553650', '5')
('系统故障', '报警', '-1075553650', '5')
('报警', '灯', '-1075553650', '5')
('钥匙', '上方', '-1075553650', '9')
('上方', '有', '-1075553650', '9')
('有', '信号', '-1075553650', '9')
('信号', '波', '-1075553650', '9')
('波', '红色', '-1075553650', '9')
('红色', '图标', '-1075553650', '9')
('图标', '报警', '-1075553650', '9')
('报警', '灯', '-1075553650', '9')
('智能', '起动', '-1075553650', '4')
('起动', '系统故障', '-1075553650', '4')
('系统故障', '灯', '-1075553650', '4')
('系统故障', '警示灯', '-1075553650', '4')
('无线电波', '下面', '-1075553650', '8')
('下面', '有', '-1075553650', '8')
('有', '钥匙', '-1075553650', '8')
('钥匙', '红色', '-1075553650', '8')
('红色', '图标', '-1075553650', '8')
('图标', '报警', '-1075553650', '8')
('报警', '灯', '-1075553650', '8')
('起动', '系统', '-1075553650', '5')
('系统', '报警', '-1075553650', '5')
('系统故障', '警告', '-1075553650', '5')
('警告', '灯', '-1075553650', '5')
('故障', '灯', '-1075553650', '2')
('腰部', '支撑', '-1157682614', '2')
('座椅', '腰部', '-1157682614', '5')
('腰部', '支撑', '-1157682614', '5')
('支撑', '调节', '-1157682614', '5')
('调节', '功能', '-1157682614', '5')
('座椅', '腰部', '-1157682614', '3')
('腰部', '支撑', '-1157682614', '3')
('电动', '座椅', '-1157682614', '4')
('座椅', '腰部', '-1157682614', '4')
('腰部', '支撑', '-1157682614', '4')
('支撑', '调节', '-1157682614', '3')
('座椅', '功能', '-1157682614', '2')
('自动', '驻车', '1645244340', '2')
('智能', '刹车', '1645244340', '3')
('刹车', '系统', '1645244340', '3')
('主动', '驻车', '1645244340', '2')
('自动', '驻车', '1645244340', '3')
('驻车', '功能', '1645244340', '3')
('自动', '停车', '1645244340', '2')
('主动式', '驻车', '1645244340', '4')
('驻车', '辅助', '1645244340', '4')
('辅助', '系统', '1645244340', '4')
('转向', '拨杆', '649022527', '3')
('拨杆', '失效', '649022527', '3')
('转向', '拨杆', '649022527', '4')
('拨杆', '不', '649022527', '4')
('不', '工作', '649022527', '4')
('转向', '拨杆', '649022527', '5')
('拨杆', '不好', '649022527', '5')
('不好', '使', '649022527', '5')
('使', '了', '649022527', '5')
('拨杆', '不好', '649022527', '4')
('不好', '使', '649022527', '4')
('拨杆', '出现', '649022527', '4')
('出现', '问题', '649022527', '4')
('拨杆', '坏', '649022527', '4')
('坏', '了', '649022527', '4')
('不好', '用', '649022527', '4')
('第三排', '空调', '1124830201', '3')
('空调', '异响', '1124830201', '3')
('空调', '故障', '1124830201', '2')
('第三排', '空调', '-1312372074', '5')
('空调', '制冷', '-1312372074', '5')
('制冷', '效果', '-1312372074', '5')
('效果', '差', '-1312372074', '5')
('空调', '故障', '-1312372074', '2')
('第二排', '空调', '-2054242772', '4')
('空调', '出风口', '-2054242772', '4')
('出风口', '制冷', '-2054242772', '4')
('第二排', '出风口', '-2054242772', '3')
('出风口', '制冷', '-2054242772', '3')
('空调', '功能', '-2054242772', '2')
('中', '控屏', '-1018230751', '3')
('控屏', '变色', '-1018230751', '3')
('控屏', '故障', '-1018230751', '3')
('后', '喷水', '936879634', '3')
('喷水', '器', '936879634', '3')
('后雨刷', '喷水', '936879634', '3')
('蓝牙', '异味', '-914474945', '2')
('蓝牙', '电话', '-914474945', '3')
('电话', '故障', '-914474945', '3')
('天窗', '异响', '690722939', '2')
('天窗', '很响', '690722939', '4')
('很响', '的', '690722939', '4')
('的', '一声', '690722939', '4')
('天窗', '咔', '690722939', '4')
('咔', '咔', '690722939', '4')
('咔', '声音', '690722939', '4')
('天窗', '哒', '690722939', '5')
('哒', '哒', '690722939', '5')
('哒', '的', '690722939', '5')
('的', '声音', '690722939', '5')
('自动', '天窗', '690722939', '3')
('天窗', '异响', '690722939', '3')
('天窗', '咔', '690722939', '5')
('咔', '咔', '690722939', '5')
('咔', '的', '690722939', '5')
('天窗', '轻微', '690722939', '5')
('轻微', '哒', '690722939', '5')
('哒', '声', '690722939', '5')
('天窗', '声音', '690722939', '3')
('声音', '大', '690722939', '3')
('天窗', '有卡顿', '690722939', '4')
('有卡顿', '的', '690722939', '4')
('的', '声音', '690722939', '4')
('天窗', '基基基', '690722939', '4')
('基基基', '的', '690722939', '4')
('咔', '响声', '690722939', '4')
('天窗', '摩擦', '690722939', '3')
('摩擦', '声', '690722939', '3')
('顶部', '窗户', '690722939', '3')
('窗户', '异响', '690722939', '3')
('天窗', '响声', '690722939', '2')
('车窗', '天窗', '690722939', '3')
('天窗', '故障', '690722939', '3')
('空调', '面板', '-63151817', '3')
('面板', '灯', '-63151817', '3')
('前', '雾灯', '-1445482452', '4')
('雾灯', '开启', '-1445482452', '4')
('开启', '指示灯', '-1445482452', '4')
('前', '雾灯', '-1445482452', '3')
('雾灯', '指示灯', '-1445482452', '3')
('绿色', '灯光', '-1445482452', '7')
('灯光', '上带', '-1445482452', '7')
('上带', '波浪', '-1445482452', '7')
('波浪', '的', '-1445482452', '7')
('的', '图标', '-1445482452', '7')
('图标', '指示灯', '-1445482452', '7')
('绿色', '灯光', '-1445482452', '6')
('灯光', '向下', '-1445482452', '6')
('向下', '有', '-1445482452', '6')
('有', '波浪', '-1445482452', '6')
('波浪', '指示灯', '-1445482452', '6')
('拖车', '钩', '755109652', '2')
('拖', '钩', '755109652', '2')
('导航', '自动', '1079798811', '3')
('自动', '启动', '1079798811', '3')
('导航', '故障', '1079798811', '2')
('音乐', '自动', '53143611', '4')
('自动', '开启', '53143611', '4')
('开启', '失效', '53143611', '4')
('音乐', '故障', '53143611', '2')
('语音', '控制', '1542162930', '3')
('控制', '按键', '1542162930', '3')
('语音', '唤醒', '1542162930', '3')
('唤醒', '键', '1542162930', '3')
('语音', '键', '1542162930', '2')
('语音', '按键', '1542162930', '2')
('设置', '按钮', '1542162930', '2')
('语音输入', '按钮', '1542162930', '2')
('控制', '按钮', '1542162930', '3')
('语音', '控制键', '1542162930', '2')
('语音', '按钮', '1542162930', '2')
('语音', '控制系统', '1542162930', '3')
('控制系统', '零部件', '1542162930', '3')
('汽油', '泵', '-627013574', '3')
('泵', '异响', '-627013574', '3')
('泵', '噪音', '-627013574', '3')
('中控', '失效', '-1552853778', '2')
('中', '控屏', '-1552853778', '3')
('控屏', '故障', '-1552853778', '3')
('后排', '座椅', '-1301795587', '4')
('座椅', '靠背', '-1301795587', '4')
('靠背', '调节', '-1301795587', '4')
('座椅', '功能', '-1301795587', '2')
('后雨', '刮水', '-1628981772', '2')
('雨', '刮', '-1628981772', '3')
('刮', '玻璃水', '-1628981772', '3')
('雨', '刮液', '-1628981772', '2')
('刮', '水', '-1628981772', '3')
('雨刮器', '玻璃水', '-1628981772', '2')
('风窗', '洗涤液', '-1628981772', '2')
('保养', '物料', '-1628981772', '2')
('空调', '出风口', '-1534675277', '3')
('出风口', '翘起', '-1534675277', '3')
('空调', '出风口', '-1534675277', '4')
('出风口', '翘起来', '-1534675277', '4')
('翘起来', '了', '-1534675277', '4')
('空调', '故障', '-1534675277', '2')
('轮胎', '压力', '-500006896', '3')
('压力', '传感器', '-500006896', '3')
('轮胎', '传感器', '-500006896', '2')
('胎压', '传感器', '-500006896', '2')
('转向灯', '无声', '-194265447', '2')
('车灯', '故障', '-194265447', '2')
('刹车灯', '失效', '-1297566278', '2')
('车灯', '故障', '-1297566278', '2')
('尾灯', '灯泡', '422610092', '2')
('导航', '自动', '-1522191389', '3')
('自动', '关闭', '-1522191389', '3')
('导航', '故障', '-1522191389', '2')
('空调', '外', '-2017697746', '4')
('外', '循环', '-2017697746', '4')
('循环', '灯不亮', '-2017697746', '4')
('外', '循环', '-2017697746', '3')
('循环', '灯不亮', '-2017697746', '3')
('空调', '故障', '-2017697746', '2')
('滑行', '模式', '-1974063716', '2')
('驾驶', '模式', '-1974063716', '2')
('雨天', '起雾', '-865524925', '2')
('电子', '驻车', '589204440', '2')
('电子', '驻车', '589204440', '3')
('驻车', '制动', '589204440', '3')
('驻车', '功能', '589204440', '3')
('EPB', '电子', '589204440', '5')
('电子', '驻车', '589204440', '5')
('驻车', '制动', '589204440', '5')
('制动', '系统', '589204440', '5')
('EPB', '系统', '589204440', '2')
('手动', '驻车', '589204440', '3')
('电子', '手刹', '589204440', '2')
('电动', '驻车', '589204440', '3')
('电子', '驻车', '589204440', '4')
('驻车', '制动', '589204440', '4')
('制动', '功能', '589204440', '4')
('驻车', '制动', '589204440', '2')
('电子', '制动', '589204440', '2')
('电子', '刹车', '589204440', '2')
('燃油', '系统', '1637453624', '3')
('系统', '添加剂', '1637453624', '3')
('汽油', '清净剂', '1637453624', '2')
('燃油', '添加剂', '1637453624', '2')
('保养', '物料', '1637453624', '2')
('胎压', '监测', '462075126', '3')
('监测', '常亮', '462075126', '3')
